text,target
"New video on #pregnancy resources from @FDAWomen & @mytext4baby: ",neutro
"Hear Chelisas top reasons for #breastfeeding and how she set her goals: #itsonlynatural ",neutro
"Sunday is Natl Cancer Survivors Day @theNCIs new mobile site means #cancer info is at your fingeips 24/7: ",neutro
"Theres no doubt about it  quitting smoking is tough But you can do it #WNTD ",neutro
"What questions should you ask your doc nurse or pharmacist during your #pregnancy This video explains: ",neutro
"Do you use diabetic testing supplies Find out about a new #Medicare cost-saving program: #diabetes ",neutro
"Watch a sho video to see features of the new myfamily app and download today  its free ",neutro
"Are you getting at least 30 mins of #PhysicalActivity a day Learn how you can #MoveInMay at ",neutro
"Everyone deserves equal oppounities to #BeActive Learn how to suppo #Inclusion programs #ICDI #MoveInMay ",neutro
"@CDC_NCEZID Thanks for this great page on the risks of breastfeeding while in the pool #swimsafe ",neutro
"Working on a #teenpregnancy prevention program Tons of resources to help yr program be its best ",neutro
" to spread the word @CDC_Cancer Melanoma can be a deadly #SkinCancer & is 1 of most common cancers in people 15-29 ",neutro
"Are you worried #breastfeeding will hu Get the real deal on breastfeeding here: #itsonlynatural ",neutro
"New podcast about our breastfeeding campaign for African-American moms Listen &  #itsonlynatural ",neutro
"Help the women in your life learn how #ACA benefits them w/ this message from HHS Sec @Sebelius #NWHW ",neutro
"Join us at the #HealthyMoms Twitter pay NOW with @CDCgov Check out info on Natl Womens Health Week at #NWHW ",neutro
"Lupus affects women and girls more than men and boys almost 10 to 1 Learn more about #lupus: ",neutro
"Ck out the new #TeenPregnancy Prevention Resource Center Resources for those working to prevent teen pregnancy: ",neutro
"How can kids get 60+ min of #PhysicalActivity #BeActive where they live learn & play #PAGuidelines #MoveInMay ",neutro
"We thank nurses for the work they do every day to suppo us and keep us healthy Join us as we celebrate National Nurses Week #NNW ",neutro
"Are you an expecting mom Learn how to make #breastfeeding work for you #itsonlynatural ",neutro
"Youre invited Register for a FREE interactive tour of today at 1 PM ET #ACA ",neutro
"Free webcast tomorrow: A Global Look at Teen Pregnancy Prevention: Strategies for Success Register here: #TPPM ",neutro
"Are you ready to enroll in the Health Insurance #Marketplace Be prepared #NWHW ",neutro
"#Preeclampsia is dangerous & potentially life-threatening Learn about it and other complications of #pregnancy: ",neutro
"If youve been sexually assaulted it is not your fault You can find help here: #SAAM #rape #sexualassault ",neutro
"See how implementing #CLASstandards led to real benefits that can change lives ",neutro
"The list of breastfeeding benefits is long Read about how breastfeeding affects your baby AND you #itsonlynatural ",neutro
"Asian-American women have the highest life expectancy of any group in the US Yet they still face barriers: #NMHM ",neutro
"Download #CLASstandards materials on language access services & share throughout your org ",neutro
"If you need #healthinsurance your options will expand soon #ACA #Marketplace ",neutro
"Looking for training in #CLASstandards you can do on your own in small groups or throughout your org ",neutro
"Breastfeeding & going back to work See how other women made it work for them: #itsonlynatural ",neutro
"The number of American Indians/Alaska Natives w/ diabetes is growing rapidly What you can do: #NMHM ",neutro
"African-American women are less likely to breastfeed Here are some tools to help: #itsonlynatural ",neutro
"Moms talk about breastfeeding: listen to their stories & get the suppo you need #itsonlynatural ",neutro
"Whether youre 50 or 75 retired or about to you need a #plan for your long-term #health needs ",neutro
"DYK: 3 in 4 Mexican-American women are overweight or obese Exercise can help you be the 1 #NMHM ",neutro
"Theres a new breastfeeding campaign for African-American moms: #itsonlynatural ",neutro
"DYK that many sexually transmitted infections have no symptoms Protect yourself: #youcanttellbylooking #STI ",neutro
"We all want to protect children from sexual abuse Here are things every family can do: #childabuse ",neutro
"#Alcoholism is a disease not weakness Its based in the brain If you think you may have a #problem theres help: ",neutro
"Lactose intolerance got you down Try this smoothie w/ soy or almond milk for a belly-happy #breakfast #MyPlate ",neutro
"DYK: #Latinas have high rates of #diabetes & #obesity  factors in #hea disease risk Stay hea healthy #NMHM ",neutro
"Myth: I feel fine no worries abt hi blood pressure Get the facts @NIH_NHLBI G+ #Hangout Fri 1 PM ET #heachat ",neutro
"#Parenting is rewarding but it can be overwhelming too The Childhelp Hotline can help: 800-4-A-CHILD ",neutro
"Youre the expe on your body Dont be scared to ask for a second opinion from another doctor Get tips: ",neutro
"35 mill people in the Medicare donut hole saved $25 bill on prescription drugs in 2012 thanks to the #ACA ",neutro
"How many calories should you get each day If youre a woman the answer might surprise you Find out: #MyPlate ",neutro
"Register for an interactive tour of the #ACA site today at 2 pm ET: #ACA #ACAturns3 ",neutro
"Ready for spring Try this vegetable saut? starring asparagus & new potatoes ",neutro
" if the #ACA has helped you get a mammogram or other services w/ no copay: ",neutro
"Challenge: Sign up in under 20 seconds We did it Can you Go: #ACAturns3 ",neutro
"Spring cleaning VOC is 3-letter word you need to know Its found in some household products & can cause cancer ",neutro
"Want to get a head sta on your career Be a Student Intern Deadline TODAY #health #internship ",neutro
"Looking for a PAID #internship in the #health sciences Were looking for Student Interns: Deadline tomorrow ",neutro
"Were looking for Student Interns Deadline 3/22 so dont wait Go to for more info #health #internship ",neutro
"You can get ready And you can help your family friends and neighbors get ready for enrollment #ACAturns3 ",neutro
"On March 23 2010 President Obama signed the Affordable Care Act into law Three years later #ACAturns3 #ACA ",neutro
"Thank you @ASchanfield for telling your story #ACA #ACAturns3 ",neutro
"We can reduce childhood obesitylearn about one communitys strategy during @GoHealthyPeoples #LHI Webinar 3/21: ",neutro
"You still have time to invite a friend to join you for National Women and Girls HIV/AIDS Awareness day: #NWGHAAD ",neutro
"If youre hosting an event for Natl Women and Girls HIV/AIDS Awareness Day dont forget to tweet about it using #NWGHAAD as the hashtag ",neutro
"Got questions about #breastfeeding Call the OWH Helpline at 1-800-994-9662 or email ",neutro
"Dr Nancy Lee: Thank you to @DrDeanCDC Dr Mermin on @CDC_HIV/AIDS and Dr Wechsler on @CDC_NCHHSTP for joining us today #NWGHAADchat ",neutro
"Dr Nancy Lee: Before we end todays #NWGHAADchat are there any more questions for our expes ",neutro
"Were almost there #NWGHAADchat at 3pm ET today w/ @CDC_HIVAIDS @DrDeanCDC @CDC_NCHHSTP #NWGHAAD ",neutro
"Throughout March women & girls across the country will observe #NWGHAAD Join us Thurs 3/7 @ 3pm ET for #NWGHAADchat ",neutro
"@CDCgov suppos National Women and Girls HIV/AIDS Awareness Day Check out the resources: #NWGHAAD ",neutro
"Join us 3/7 @ 3pm ET as we share (& discuss) knowledge about HIV/AIDS w/ @CDC_HIVAIDS @DrDeanCDC @CDC_NCHHSTP #NWGHAADchat ",neutro
"Pls  Join the convo to discuss the impact of #HIV on women & girls #NWGHAADchat 3/7 3pm ET w/ @CDC_HIVAIDS @DrDeanCDC @CDC_NCHHSTP ",neutro
"African American women are still dispropoionately affected by #HIV Share these resources in honor of #NWGHAAD: ",neutro
"#NWGHAAD is nearly here Join us tomorrow 3/7 3pm ET to for a #NWGHAADchat w/ @CDC_HIVAIDS @DrDeanCDC @CDC_NCHHSTP ",neutro
"Wear your suppo for Natl Women and Girls HIV/AIDS Awareness Day #NWGHAAD ",neutro
"@WIPHL So true @MillionHeasUS and @TheHeaTruth have lots of great info on that ",neutro
"@PaulaMaier3 Yes Women should be honest and not downplay their symptomsa hea attack is not the time to be tough ",neutro
"@mlwrite @mlwrite Many women say they would only take action if symptoms lasted more than 30 minutes Dont wait call 911 #Corazonchat ",neutro
"Call 9-1-1 Every 30 minutes you wait to get help could take one year off of your life #CorazΩnChat ",neutro
"Women should call 9-1-1 if they have hea attack symptoms that are different/stronger/longer than usual #CorazΩnChat ",neutro
"Watch for: new symptoms or a change in existing ones #CorazΩnChat ",neutro
"Share Knowledge by sending this Natl Women & Girls HIV/AIDS Awareness Day infographic to a friend: #NWGHAAD ",neutro
"Pregnant women with high blood pressure are 3x as likely to have it later in life and 2x as likely to have hea disease #HeaMonth ",neutro
"57 of college students say dating abuse is hard to identify Teach your child to recognize the signs: #teenDVmonth ",neutro
"Chat 2/28 2-3 PM EST @womenshealth @SaludDLaMujer @HHSLatino @MillionHeasUS @US_FDA @FDAenEspanol @MinorityHealth & @American_Hea ",neutro
"Join community leaders on 2/26 @ 3 PM ET for a Spanish-language webinar about the Affordable Care Act: ",neutro
"DYK that violence against women has a big impact on HIV infection among women #NWGHAAD ",neutro
"Set a great example for your kids to be physically active Sta with one of these simple tips: ",neutro
"Join community leaders for an online tour of today @ 12:30 PM ET #ACA ",neutro
"Share this quiz with your daughter and talk with her about healthy vs unhealthy relationships: #teenDVmonth ",neutro
"How is the Affordable Care Act helping people living with HIV/AIDS #NWGHAAD ",neutro
"Head outdoors with your family this weekend Get ideas from @letsmove: ",neutro
"How do you show your love Share your secrets to staying healthy #SYLToday ",neutro
"Get email or text updates as we countdown to Oct 1 and the new Health Insurance Marketplace via @MarketplaceGov ",neutro
